timestamp,airspeed,armed,attitude.pitch,attitude.roll,attitude.yaw,battery.current,battery.level,battery.voltage,commands.count,commands.next,ekf_ok,gimbal.pitch,gimbal.roll,gimbal.yaw,gps_0.eph,gps_0.epv,gps_0.fix_type,gps_0.satellites_visible,groundspeed,heading,home_location.alt,home_location.global_frame,home_location.lat,home_location.local_frame,home_location.lon,is_armable,last_heartbeat,location.global_frame.alt,location.global_frame.global_frame,location.global_frame.lat,location.global_frame.local_frame,location.global_frame.lon,location.global_relative_frame.alt,location.global_relative_frame.global_frame,location.global_relative_frame.lat,location.global_relative_frame.local_frame,location.global_relative_frame.lon,location.local_frame.down,location.local_frame.east,location.local_frame.north,ml_verdict,mode.name,mount_status[0],mount_status[1],mount_status[2],rangefinder.distance,rangefinder.voltage,system_status.state,timedelta,velocity[0],velocity[1],velocity[2],version.autopilot_type,version.major,version.minor,version.patch,version.raw_version,version.release,version.vehicle_type
1733423931.8664463,0.0,True,0.0006060433806851506,-0.0032044188119471073,0.8375691175460815,-1.0,100,16.186,0,0,False,,,,0,0,3,10,0.004491013940423727,47,28.502,,39.9526383,,-113.4759752,False,0.012794892012607306,28.503,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.004729253705590963,0.07347321510314941,0.03288218751549721,-1,MISSION,,,,,,ACTIVE,2056.8870141506195,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423931.9614806,0.0,True,0.0005539781996048987,-0.0032596790697425604,0.837602972984314,-1.0,100,16.186,0,0,False,,,,0,0,3,10,0.004491013940423727,47,28.502,,39.9526383,,-113.4759752,False,0.10222218499984592,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.0048859743401408195,0.07353708893060684,0.032559193670749664,-1,MISSION,,,,,,ACTIVE,1733421875.0744665,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.0612257,0.0,True,0.0006932709948159754,-0.003262072568759322,0.8375473022460938,-1.0,100,16.183,0,0,False,,,,0,0,3,10,0.0037047178484499454,47,28.502,,39.9526383,,-113.4759752,False,0.10335414699511603,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.005045778583735228,0.07363241910934448,0.032308172434568405,-1,MISSION,,,,,,ACTIVE,2056.986759185791,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.1612692,0.0,True,0.0006702791433781385,-0.003183366497978568,0.8375868201255798,-1.0,100,16.183,0,0,False,,,,0,0,3,10,0.0033193808048963547,47,28.502,,39.9526383,,-113.4759752,False,0.20456795099016745,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.005103478208184242,0.07371625304222107,0.03218752145767212,-1,MISSION,,,,,,ACTIVE,1733421875.17451,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.264746,0.0,True,0.00037438678555190563,-0.003352354047819972,0.8374967575073242,-1.0,100,16.177,0,0,False,,,,0,0,3,10,0.002293806988745928,47,28.502,,39.9526383,,-113.4759752,False,0.30770369499805383,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.005122133996337652,0.07355116307735443,0.03215758875012398,-1,MISSION,,,,,,ACTIVE,2057.0902359485626,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.3740175,0.0,True,0.00028604292310774326,-0.0033037166576832533,0.8375581502914429,-1.0,100,16.177,0,0,False,,,,0,0,3,10,0.0028598748613148928,47,28.502,,39.9526383,,-113.4759752,False,0.4180901749932673,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.005041277967393398,0.07332032173871994,0.03229665756225586,-1,MISSION,,,,,,ACTIVE,1733421875.2837815,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.4757595,0.0,True,-7.242849096655846e-05,-0.0033562597818672657,0.8376809358596802,-1.0,100,16.172,0,0,False,,,,0,0,3,10,0.0027035970706492662,48,28.502,,39.9526383,,-113.4759752,False,0.5195347779954318,28.504,,39.9526382,,-113.4759752,0.001,,39.9526382,,-113.4759752,-0.00485248863697052,0.07310160994529724,0.03237451985478401,-1,MISSION,,,,,,ACTIVE,2057.1919779777527,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.5740178,0.0,True,7.972470484673977e-05,-0.00331768486648798,0.8378065824508667,-1.0,100,16.172,0,0,False,,,,0,0,3,10,0.004345104098320007,48,28.502,,39.9526383,,-113.4759752,False,0.6124235460010823,28.503,,39.9526382,,-113.4759752,0.0,,39.9526382,,-113.4759752,-0.0044909026473760605,0.07290862500667572,0.032391589134931564,-1,MISSION,,,,,,ACTIVE,1733421875.3820398,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.6734855,0.0,True,0.00020733906421810389,-0.003182619111612439,0.8378274440765381,-1.0,100,16.172,0,0,False,,,,0,0,3,10,0.004345104098320007,48,28.502,,39.9526383,,-113.4759752,False,0.7160618889902253,28.503,,39.9526382,,-113.4759752,0.0,,39.9526382,,-113.4759752,-0.003962364047765732,0.0728406086564064,0.0324791856110096,-1,MISSION,,,,,,ACTIVE,2057.2914457321167,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.7744832,0.0,True,0.00046344471047632396,-0.0031451191753149033,0.8378445506095886,-1.0,100,16.166,0,0,False,,,,0,0,3,10,0.00599794602021575,48,28.502,,39.9526383,,-113.4759752,False,0.8186729779990856,28.502,,39.9526382,,-113.4759752,0.0,,39.9526382,,-113.4759752,-0.0032443387899547815,0.07304675877094269,0.03264019265770912,-1,MISSION,,,,,,ACTIVE,1733421875.4830375,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.87891,0.0,True,0.0005197558784857392,-0.0030046708416193724,0.8379487991333008,-1.0,100,16.166,0,0,False,,,,0,0,3,10,0.006173889618366957,48,28.502,,39.9526383,,-113.4759752,False,0.9204984649986727,28.501,,39.9526382,,-113.4759752,0.0,,39.9526382,,-113.4759752,-0.002721112687140703,0.07322601974010468,0.032925549894571304,-1,MISSION,,,,,,ACTIVE,2057.395872592926,0.0,0.0,0.0,12,1,15,0,17760384,128,2
1733423932.9784665,0.0,True,0.0006089814123697579,-0.0031382294837385416,0.8379889130592346,-1.0,99,16.159,0,0,False,,,,0,0,3,10,0.005988332908600569,48,28.502,,39.9526383,,-113.4759752,False,1.019769003993133,28.501,,39.9526382,,-113.4759752,-0.001,,39.9526382,,-113.4759752,-0.00235180021263659,0.07347070425748825,0.03312116116285324,-1,MISSION,,,,,,ACTIVE,1733421875.582594,0.0,0.0,0.0,12,1,15,0,17760384,128,2
